Locale,Slug,IndexedInGoogle,Title_En,Title_Current
"uk","al-khwarizmi-wisdom","YES","The Man Who Became the ""Algorithm"": Turning Chaos into Procedure","MISSING"
"vi","al-khwarizmi-wisdom","NO","The Man Who Became the ""Algorithm"": Turning Chaos into Procedure","MISSING"
"zh","al-khwarizmi-wisdom","NO","The Man Who Became the ""Algorithm"": Turning Chaos into Procedure","MISSING"
"ar","askia-the-great-wisdom","NO","Governing an Empire through the Light of Scholarship: The Leadership and Philosophy of Askia the Great","MISSING"
"fa","askia-the-great-wisdom","NO","Governing an Empire through the Light of Scholarship: The Leadership and Philosophy of Askia the Great","MISSING"
"hi","askia-the-great-wisdom","NO","Governing an Empire through the Light of Scholarship: The Leadership and Philosophy of Askia the Great","MISSING"
"nl","askia-the-great-wisdom","NO","Governing an Empire through the Light of Scholarship: The Leadership and Philosophy of Askia the Great","MISSING"
"th","askia-the-great-wisdom","NO","Governing an Empire through the Light of Scholarship: The Leadership and Philosophy of Askia the Great","MISSING"
"tr","askia-the-great-wisdom","NO","Governing an Empire through the Light of Scholarship: The Leadership and Philosophy of Askia the Great","MISSING"
"vi","askia-the-great-wisdom","NO","Governing an Empire through the Light of Scholarship: The Leadership and Philosophy of Askia the Great","MISSING"
"zh","askia-the-great-wisdom","NO","Governing an Empire through the Light of Scholarship: The Leadership and Philosophy of Askia the Great","MISSING"
"ar","queen-nzinga-wisdom","NO","The Sacred Tightrope of Forty Years: Queen Nzinga and the Supreme Art of Adaptive Resistance","MISSING"
"fa","queen-nzinga-wisdom","NO","The Sacred Tightrope of Forty Years: Queen Nzinga and the Supreme Art of Adaptive Resistance","MISSING"
"hi","queen-nzinga-wisdom","NO","The Sacred Tightrope of Forty Years: Queen Nzinga and the Supreme Art of Adaptive Resistance","MISSING"
"nl","queen-nzinga-wisdom","NO","The Sacred Tightrope of Forty Years: Queen Nzinga and the Supreme Art of Adaptive Resistance","MISSING"
"th","queen-nzinga-wisdom","NO","The Sacred Tightrope of Forty Years: Queen Nzinga and the Supreme Art of Adaptive Resistance","MISSING"
"tr","queen-nzinga-wisdom","NO","The Sacred Tightrope of Forty Years: Queen Nzinga and the Supreme Art of Adaptive Resistance","MISSING"
"vi","queen-nzinga-wisdom","NO","The Sacred Tightrope of Forty Years: Queen Nzinga and the Supreme Art of Adaptive Resistance","MISSING"
"zh","queen-nzinga-wisdom","NO","The Sacred Tightrope of Forty Years: Queen Nzinga and the Supreme Art of Adaptive Resistance","MISSING"
"ar","tran-hung-dao-wisdom","NO","Wisdom of Tran Hung Dao: The Defensive Strategy That Defied the Mongol Empire and Modern Leadership","MISSING"
"fa","tran-hung-dao-wisdom","NO","Wisdom of Tran Hung Dao: The Defensive Strategy That Defied the Mongol Empire and Modern Leadership","MISSING"
"hi","tran-hung-dao-wisdom","NO","Wisdom of Tran Hung Dao: The Defensive Strategy That Defied the Mongol Empire and Modern Leadership","MISSING"
"nl","tran-hung-dao-wisdom","NO","Wisdom of Tran Hung Dao: The Defensive Strategy That Defied the Mongol Empire and Modern Leadership","MISSING"
"th","tran-hung-dao-wisdom","NO","Wisdom of Tran Hung Dao: The Defensive Strategy That Defied the Mongol Empire and Modern Leadership","MISSING"
"tr","tran-hung-dao-wisdom","NO","Wisdom of Tran Hung Dao: The Defensive Strategy That Defied the Mongol Empire and Modern Leadership","MISSING"
"vi","tran-hung-dao-wisdom","NO","Wisdom of Tran Hung Dao: The Defensive Strategy That Defied the Mongol Empire and Modern Leadership","MISSING"
"zh","tran-hung-dao-wisdom","NO","Wisdom of Tran Hung Dao: The Defensive Strategy That Defied the Mongol Empire and Modern Leadership","MISSING"
"ar","chandragupta-maurya-wisdom","NO","From Bare Hands to an Empire: The Leadership and Aesthetics of Emptiness in Chandragupta Maurya","MISSING"
"fa","chandragupta-maurya-wisdom","NO","From Bare Hands to an Empire: The Leadership and Aesthetics of Emptiness in Chandragupta Maurya","MISSING"
"hi","chandragupta-maurya-wisdom","NO","From Bare Hands to an Empire: The Leadership and Aesthetics of Emptiness in Chandragupta Maurya","MISSING"
"nl","chandragupta-maurya-wisdom","NO","From Bare Hands to an Empire: The Leadership and Aesthetics of Emptiness in Chandragupta Maurya","MISSING"
"th","chandragupta-maurya-wisdom","NO","From Bare Hands to an Empire: The Leadership and Aesthetics of Emptiness in Chandragupta Maurya","MISSING"
"tr","chandragupta-maurya-wisdom","NO","From Bare Hands to an Empire: The Leadership and Aesthetics of Emptiness in Chandragupta Maurya","MISSING"
"vi","chandragupta-maurya-wisdom","NO","From Bare Hands to an Empire: The Leadership and Aesthetics of Emptiness in Chandragupta Maurya","MISSING"
"zh","chandragupta-maurya-wisdom","NO","From Bare Hands to an Empire: The Leadership and Aesthetics of Emptiness in Chandragupta Maurya","MISSING"
"ar","jayavarman-vii-wisdom","NO","The King Who Built Hospitals — A Different Definition of Rule","MISSING"
"fa","jayavarman-vii-wisdom","NO","The King Who Built Hospitals — A Different Definition of Rule","MISSING"
"hi","jayavarman-vii-wisdom","NO","The King Who Built Hospitals — A Different Definition of Rule","MISSING"
"nl","jayavarman-vii-wisdom","NO","The King Who Built Hospitals — A Different Definition of Rule","MISSING"
"th","jayavarman-vii-wisdom","NO","The King Who Built Hospitals — A Different Definition of Rule","MISSING"
"tr","jayavarman-vii-wisdom","NO","The King Who Built Hospitals — A Different Definition of Rule","MISSING"
"vi","jayavarman-vii-wisdom","NO","The King Who Built Hospitals — A Different Definition of Rule","MISSING"
"zh","jayavarman-vii-wisdom","NO","The King Who Built Hospitals — A Different Definition of Rule","MISSING"
"ar","akbar-the-great-wisdom","NO","The Emperor Who Forged an Empire by Embracing Difference: Akbar the Great","MISSING"
"fa","akbar-the-great-wisdom","NO","The Emperor Who Forged an Empire by Embracing Difference: Akbar the Great","MISSING"
"hi","akbar-the-great-wisdom","NO","The Emperor Who Forged an Empire by Embracing Difference: Akbar the Great","MISSING"
"nl","akbar-the-great-wisdom","NO","The Emperor Who Forged an Empire by Embracing Difference: Akbar the Great","MISSING"
"th","akbar-the-great-wisdom","NO","The Emperor Who Forged an Empire by Embracing Difference: Akbar the Great","MISSING"
"tr","akbar-the-great-wisdom","NO","The Emperor Who Forged an Empire by Embracing Difference: Akbar the Great","MISSING"
"vi","akbar-the-great-wisdom","NO","The Emperor Who Forged an Empire by Embracing Difference: Akbar the Great","MISSING"
"zh","akbar-the-great-wisdom","NO","The Emperor Who Forged an Empire by Embracing Difference: Akbar the Great","MISSING"
"ar","jose-rizal-wisdom","NO","Jose Rizal: The Revolution of the Pen and the Power of the Awakened Mind","MISSING"
"fa","jose-rizal-wisdom","NO","Jose Rizal: The Revolution of the Pen and the Power of the Awakened Mind","MISSING"
"hi","jose-rizal-wisdom","NO","Jose Rizal: The Revolution of the Pen and the Power of the Awakened Mind","MISSING"
"nl","jose-rizal-wisdom","NO","Jose Rizal: The Revolution of the Pen and the Power of the Awakened Mind","MISSING"
"th","jose-rizal-wisdom","NO","Jose Rizal: The Revolution of the Pen and the Power of the Awakened Mind","MISSING"
"tr","jose-rizal-wisdom","NO","Jose Rizal: The Revolution of the Pen and the Power of the Awakened Mind","MISSING"
"vi","jose-rizal-wisdom","NO","Jose Rizal: The Revolution of the Pen and the Power of the Awakened Mind","MISSING"
"zh","jose-rizal-wisdom","NO","Jose Rizal: The Revolution of the Pen and the Power of the Awakened Mind","MISSING"
"ar","swami-vivekananda-wisdom","NO","1893 Chicago, The Monk Who Captured the World: The Spiritual Wisdom of Swami Vivekananda","MISSING"
"fa","swami-vivekananda-wisdom","NO","1893 Chicago, The Monk Who Captured the World: The Spiritual Wisdom of Swami Vivekananda","MISSING"
"hi","swami-vivekananda-wisdom","NO","1893 Chicago, The Monk Who Captured the World: The Spiritual Wisdom of Swami Vivekananda","MISSING"
"nl","swami-vivekananda-wisdom","NO","1893 Chicago, The Monk Who Captured the World: The Spiritual Wisdom of Swami Vivekananda","MISSING"
"th","swami-vivekananda-wisdom","NO","1893 Chicago, The Monk Who Captured the World: The Spiritual Wisdom of Swami Vivekananda","MISSING"
"tr","swami-vivekananda-wisdom","NO","1893 Chicago, The Monk Who Captured the World: The Spiritual Wisdom of Swami Vivekananda","MISSING"
"vi","swami-vivekananda-wisdom","NO","1893 Chicago, The Monk Who Captured the World: The Spiritual Wisdom of Swami Vivekananda","MISSING"
"zh","swami-vivekananda-wisdom","NO","1893 Chicago, The Monk Who Captured the World: The Spiritual Wisdom of Swami Vivekananda","MISSING"
"ar","br-ambedkar-wisdom","NO","Education, Agitation, and Organization: How B.R. Ambedkar Redefined Human Dignity in the Face of Impossible Odds","MISSING"
"fa","br-ambedkar-wisdom","NO","Education, Agitation, and Organization: How B.R. Ambedkar Redefined Human Dignity in the Face of Impossible Odds","MISSING"
"hi","br-ambedkar-wisdom","NO","Education, Agitation, and Organization: How B.R. Ambedkar Redefined Human Dignity in the Face of Impossible Odds","MISSING"
"nl","br-ambedkar-wisdom","NO","Education, Agitation, and Organization: How B.R. Ambedkar Redefined Human Dignity in the Face of Impossible Odds","MISSING"
"th","br-ambedkar-wisdom","NO","Education, Agitation, and Organization: How B.R. Ambedkar Redefined Human Dignity in the Face of Impossible Odds","MISSING"
"tr","br-ambedkar-wisdom","NO","Education, Agitation, and Organization: How B.R. Ambedkar Redefined Human Dignity in the Face of Impossible Odds","MISSING"
"vi","br-ambedkar-wisdom","NO","Education, Agitation, and Organization: How B.R. Ambedkar Redefined Human Dignity in the Face of Impossible Odds","MISSING"
"zh","br-ambedkar-wisdom","NO","Education, Agitation, and Organization: How B.R. Ambedkar Redefined Human Dignity in the Face of Impossible Odds","MISSING"
"ar","srinivasa-ramanujan-wisdom","NO","Srinivasa Ramanujan: The Truth Beyond Proof and the Genius of Intuition","MISSING"
"fa","srinivasa-ramanujan-wisdom","NO","Srinivasa Ramanujan: The Truth Beyond Proof and the Genius of Intuition","MISSING"
"hi","srinivasa-ramanujan-wisdom","NO","Srinivasa Ramanujan: The Truth Beyond Proof and the Genius of Intuition","MISSING"
"nl","srinivasa-ramanujan-wisdom","NO","Srinivasa Ramanujan: The Truth Beyond Proof and the Genius of Intuition","MISSING"
"th","srinivasa-ramanujan-wisdom","NO","Srinivasa Ramanujan: The Truth Beyond Proof and the Genius of Intuition","MISSING"
"tr","srinivasa-ramanujan-wisdom","NO","Srinivasa Ramanujan: The Truth Beyond Proof and the Genius of Intuition","MISSING"
"vi","srinivasa-ramanujan-wisdom","NO","Srinivasa Ramanujan: The Truth Beyond Proof and the Genius of Intuition","MISSING"
"zh","srinivasa-ramanujan-wisdom","NO","Srinivasa Ramanujan: The Truth Beyond Proof and the Genius of Intuition","MISSING"
"ar","alexander-the-great-wisdom","NO","Alexander the Great: The Boundless Ambition of Conquest and the Shadow of Inevitable Emptiness","MISSING"
"de","alexander-the-great-wisdom","YES","Alexander the Great: The Boundless Ambition of Conquest and the Shadow of Inevitable Emptiness","MISSING"
"fa","alexander-the-great-wisdom","NO","Alexander the Great: The Boundless Ambition of Conquest and the Shadow of Inevitable Emptiness","MISSING"
"hi","alexander-the-great-wisdom","NO","Alexander the Great: The Boundless Ambition of Conquest and the Shadow of Inevitable Emptiness","MISSING"
"nl","alexander-the-great-wisdom","NO","Alexander the Great: The Boundless Ambition of Conquest and the Shadow of Inevitable Emptiness","MISSING"
"th","alexander-the-great-wisdom","NO","Alexander the Great: The Boundless Ambition of Conquest and the Shadow of Inevitable Emptiness","MISSING"
"tr","alexander-the-great-wisdom","NO","Alexander the Great: The Boundless Ambition of Conquest and the Shadow of Inevitable Emptiness","MISSING"
"vi","alexander-the-great-wisdom","NO","Alexander the Great: The Boundless Ambition of Conquest and the Shadow of Inevitable Emptiness","MISSING"
"zh","alexander-the-great-wisdom","NO","Alexander the Great: The Boundless Ambition of Conquest and the Shadow of Inevitable Emptiness","MISSING"
"ar","cicero-wisdom","NO","The Agony of a Rhetorician Trying to Save the Republic in Crisis","MISSING"
"de","cicero-wisdom","YES","The Agony of a Rhetorician Trying to Save the Republic in Crisis","MISSING"
"fa","cicero-wisdom","NO","The Agony of a Rhetorician Trying to Save the Republic in Crisis","MISSING"
"hi","cicero-wisdom","NO","The Agony of a Rhetorician Trying to Save the Republic in Crisis","MISSING"
"nl","cicero-wisdom","NO","The Agony of a Rhetorician Trying to Save the Republic in Crisis","MISSING"
"th","cicero-wisdom","NO","The Agony of a Rhetorician Trying to Save the Republic in Crisis","MISSING"
"tr","cicero-wisdom","NO","The Agony of a Rhetorician Trying to Save the Republic in Crisis","MISSING"
"vi","cicero-wisdom","NO","The Agony of a Rhetorician Trying to Save the Republic in Crisis","MISSING"
"zh","cicero-wisdom","NO","The Agony of a Rhetorician Trying to Save the Republic in Crisis","MISSING"
"ar","beethoven-wisdom","NO","The Immortal Symphony Drawn from the Harsh Depths of Silence","MISSING"
"de","beethoven-wisdom","YES","The Immortal Symphony Drawn from the Harsh Depths of Silence","MISSING"
"fa","beethoven-wisdom","NO","The Immortal Symphony Drawn from the Harsh Depths of Silence","MISSING"
"hi","beethoven-wisdom","NO","The Immortal Symphony Drawn from the Harsh Depths of Silence","MISSING"
"nl","beethoven-wisdom","NO","The Immortal Symphony Drawn from the Harsh Depths of Silence","MISSING"
"th","beethoven-wisdom","NO","The Immortal Symphony Drawn from the Harsh Depths of Silence","MISSING"
"tr","beethoven-wisdom","NO","The Immortal Symphony Drawn from the Harsh Depths of Silence","MISSING"
"vi","beethoven-wisdom","NO","The Immortal Symphony Drawn from the Harsh Depths of Silence","MISSING"
"zh","beethoven-wisdom","NO","The Immortal Symphony Drawn from the Harsh Depths of Silence","MISSING"
"ar","franklin-d-roosevelt-wisdom","NO","Piercing the Veil of Fear: Franklin D. Roosevelt's Leadership Through the Abyss","MISSING"
"de","franklin-d-roosevelt-wisdom","YES","Piercing the Veil of Fear: Franklin D. Roosevelt's Leadership Through the Abyss","MISSING"
"fa","franklin-d-roosevelt-wisdom","NO","Piercing the Veil of Fear: Franklin D. Roosevelt's Leadership Through the Abyss","MISSING"
"hi","franklin-d-roosevelt-wisdom","NO","Piercing the Veil of Fear: Franklin D. Roosevelt's Leadership Through the Abyss","MISSING"
"nl","franklin-d-roosevelt-wisdom","NO","Piercing the Veil of Fear: Franklin D. Roosevelt's Leadership Through the Abyss","MISSING"
"th","franklin-d-roosevelt-wisdom","NO","Piercing the Veil of Fear: Franklin D. Roosevelt's Leadership Through the Abyss","MISSING"
"tr","franklin-d-roosevelt-wisdom","NO","Piercing the Veil of Fear: Franklin D. Roosevelt's Leadership Through the Abyss","MISSING"
"vi","franklin-d-roosevelt-wisdom","NO","Piercing the Veil of Fear: Franklin D. Roosevelt's Leadership Through the Abyss","MISSING"
"zh","franklin-d-roosevelt-wisdom","NO","Piercing the Veil of Fear: Franklin D. Roosevelt's Leadership Through the Abyss","MISSING"
"ar","william-shakespeare-wisdom","NO","The Alchemist of Language Who Gazed into the Abyss of Human Nature","MISSING"
"de","william-shakespeare-wisdom","YES","The Alchemist of Language Who Gazed into the Abyss of Human Nature","MISSING"
"fa","william-shakespeare-wisdom","NO","The Alchemist of Language Who Gazed into the Abyss of Human Nature","MISSING"
"hi","william-shakespeare-wisdom","NO","The Alchemist of Language Who Gazed into the Abyss of Human Nature","MISSING"
"nl","william-shakespeare-wisdom","NO","The Alchemist of Language Who Gazed into the Abyss of Human Nature","MISSING"
"th","william-shakespeare-wisdom","NO","The Alchemist of Language Who Gazed into the Abyss of Human Nature","MISSING"
"tr","william-shakespeare-wisdom","NO","The Alchemist of Language Who Gazed into the Abyss of Human Nature","MISSING"
"vi","william-shakespeare-wisdom","NO","The Alchemist of Language Who Gazed into the Abyss of Human Nature","MISSING"
"zh","william-shakespeare-wisdom","NO","The Alchemist of Language Who Gazed into the Abyss of Human Nature","MISSING"
"ar","vincent-van-gogh-wisdom","NO","Vincent van Gogh: A Brilliant Artistic Soul Blossoming Amidst Madness and Solitude","MISSING"
"de","vincent-van-gogh-wisdom","YES","Vincent van Gogh: A Brilliant Artistic Soul Blossoming Amidst Madness and Solitude","MISSING"
"fa","vincent-van-gogh-wisdom","NO","Vincent van Gogh: A Brilliant Artistic Soul Blossoming Amidst Madness and Solitude","MISSING"
"hi","vincent-van-gogh-wisdom","NO","Vincent van Gogh: A Brilliant Artistic Soul Blossoming Amidst Madness and Solitude","MISSING"
"nl","vincent-van-gogh-wisdom","NO","Vincent van Gogh: A Brilliant Artistic Soul Blossoming Amidst Madness and Solitude","MISSING"
"th","vincent-van-gogh-wisdom","NO","Vincent van Gogh: A Brilliant Artistic Soul Blossoming Amidst Madness and Solitude","MISSING"
"tr","vincent-van-gogh-wisdom","NO","Vincent van Gogh: A Brilliant Artistic Soul Blossoming Amidst Madness and Solitude","MISSING"
"vi","vincent-van-gogh-wisdom","NO","Vincent van Gogh: A Brilliant Artistic Soul Blossoming Amidst Madness and Solitude","MISSING"
"zh","vincent-van-gogh-wisdom","NO","Vincent van Gogh: A Brilliant Artistic Soul Blossoming Amidst Madness and Solitude","MISSING"
"ar","george-washington-wisdom","NO","George Washington's Leadership: Gaining Eternal Authority by Laying Down Power","MISSING"
"de","george-washington-wisdom","YES","George Washington's Leadership: Gaining Eternal Authority by Laying Down Power","MISSING"
"fa","george-washington-wisdom","NO","George Washington's Leadership: Gaining Eternal Authority by Laying Down Power","MISSING"
"hi","george-washington-wisdom","NO","George Washington's Leadership: Gaining Eternal Authority by Laying Down Power","MISSING"
"nl","george-washington-wisdom","NO","George Washington's Leadership: Gaining Eternal Authority by Laying Down Power","MISSING"
"th","george-washington-wisdom","NO","George Washington's Leadership: Gaining Eternal Authority by Laying Down Power","MISSING"
"tr","george-washington-wisdom","NO","George Washington's Leadership: Gaining Eternal Authority by Laying Down Power","MISSING"
"vi","george-washington-wisdom","NO","George Washington's Leadership: Gaining Eternal Authority by Laying Down Power","MISSING"
"zh","george-washington-wisdom","NO","George Washington's Leadership: Gaining Eternal Authority by Laying Down Power","MISSING"
"ar","yi-sun-shin-wisdom","NO","The Solitude of a Holy Hero: How Admiral Yi Sun-shin Forged Miracles in a Sea of Despair","MISSING"
"de","yi-sun-shin-wisdom","YES","The Solitude of a Holy Hero: How Admiral Yi Sun-shin Forged Miracles in a Sea of Despair","MISSING"
"fa","yi-sun-shin-wisdom","NO","The Solitude of a Holy Hero: How Admiral Yi Sun-shin Forged Miracles in a Sea of Despair","MISSING"
"hi","yi-sun-shin-wisdom","NO","The Solitude of a Holy Hero: How Admiral Yi Sun-shin Forged Miracles in a Sea of Despair","MISSING"
"nl","yi-sun-shin-wisdom","NO","The Solitude of a Holy Hero: How Admiral Yi Sun-shin Forged Miracles in a Sea of Despair","MISSING"
"th","yi-sun-shin-wisdom","NO","The Solitude of a Holy Hero: How Admiral Yi Sun-shin Forged Miracles in a Sea of Despair","MISSING"
"tr","yi-sun-shin-wisdom","NO","The Solitude of a Holy Hero: How Admiral Yi Sun-shin Forged Miracles in a Sea of Despair","MISSING"
"vi","yi-sun-shin-wisdom","NO","The Solitude of a Holy Hero: How Admiral Yi Sun-shin Forged Miracles in a Sea of Despair","MISSING"
"zh","yi-sun-shin-wisdom","NO","The Solitude of a Holy Hero: How Admiral Yi Sun-shin Forged Miracles in a Sea of Despair","MISSING"
"ar","gwanggaeto-the-great-wisdom","NO","Embracing the Boundless Expanse with Unstoppable Spirit: The Essence of Gwanggaeto the Great’s Progressive Leadership","MISSING"
"de","gwanggaeto-the-great-wisdom","YES","Embracing the Boundless Expanse with Unstoppable Spirit: The Essence of Gwanggaeto the Great’s Progressive Leadership","MISSING"
"fa","gwanggaeto-the-great-wisdom","NO","Embracing the Boundless Expanse with Unstoppable Spirit: The Essence of Gwanggaeto the Great’s Progressive Leadership","MISSING"
"hi","gwanggaeto-the-great-wisdom","NO","Embracing the Boundless Expanse with Unstoppable Spirit: The Essence of Gwanggaeto the Great’s Progressive Leadership","MISSING"
"nl","gwanggaeto-the-great-wisdom","NO","Embracing the Boundless Expanse with Unstoppable Spirit: The Essence of Gwanggaeto the Great’s Progressive Leadership","MISSING"
"th","gwanggaeto-the-great-wisdom","NO","Embracing the Boundless Expanse with Unstoppable Spirit: The Essence of Gwanggaeto the Great’s Progressive Leadership","MISSING"
"tr","gwanggaeto-the-great-wisdom","NO","Embracing the Boundless Expanse with Unstoppable Spirit: The Essence of Gwanggaeto the Great’s Progressive Leadership","MISSING"
"vi","gwanggaeto-the-great-wisdom","NO","Embracing the Boundless Expanse with Unstoppable Spirit: The Essence of Gwanggaeto the Great’s Progressive Leadership","MISSING"
"zh","gwanggaeto-the-great-wisdom","NO","Embracing the Boundless Expanse with Unstoppable Spirit: The Essence of Gwanggaeto the Great’s Progressive Leadership","MISSING"
"ar","qin-shi-huang-wisdom","NO","Qin Shi Huang: The Grand Design of Unification and the Tragic Obsession with Immortality","MISSING"
"de","qin-shi-huang-wisdom","YES","Qin Shi Huang: The Grand Design of Unification and the Tragic Obsession with Immortality","MISSING"
"fa","qin-shi-huang-wisdom","NO","Qin Shi Huang: The Grand Design of Unification and the Tragic Obsession with Immortality","MISSING"
"hi","qin-shi-huang-wisdom","NO","Qin Shi Huang: The Grand Design of Unification and the Tragic Obsession with Immortality","MISSING"
"nl","qin-shi-huang-wisdom","NO","Qin Shi Huang: The Grand Design of Unification and the Tragic Obsession with Immortality","MISSING"
"th","qin-shi-huang-wisdom","NO","Qin Shi Huang: The Grand Design of Unification and the Tragic Obsession with Immortality","MISSING"
"tr","qin-shi-huang-wisdom","NO","Qin Shi Huang: The Grand Design of Unification and the Tragic Obsession with Immortality","MISSING"
"vi","qin-shi-huang-wisdom","NO","Qin Shi Huang: The Grand Design of Unification and the Tragic Obsession with Immortality","MISSING"
"zh","qin-shi-huang-wisdom","NO","Qin Shi Huang: The Grand Design of Unification and the Tragic Obsession with Immortality","MISSING"
"ar","augustus-wisdom","NO","Augustus: The Cold Charisma that Designed an Empire and the Hidden Depths of Peace","MISSING"
"fa","augustus-wisdom","NO","Augustus: The Cold Charisma that Designed an Empire and the Hidden Depths of Peace","MISSING"
"he","augustus-wisdom","YES","Augustus: The Cold Charisma that Designed an Empire and the Hidden Depths of Peace","Augustus: The Cold Charisma that Designed an Empire and the Hidden Depths of Peace"
"hi","augustus-wisdom","NO","Augustus: The Cold Charisma that Designed an Empire and the Hidden Depths of Peace","MISSING"
"nl","augustus-wisdom","NO","Augustus: The Cold Charisma that Designed an Empire and the Hidden Depths of Peace","MISSING"
"th","augustus-wisdom","NO","Augustus: The Cold Charisma that Designed an Empire and the Hidden Depths of Peace","MISSING"
"tr","augustus-wisdom","NO","Augustus: The Cold Charisma that Designed an Empire and the Hidden Depths of Peace","MISSING"
"vi","augustus-wisdom","NO","Augustus: The Cold Charisma that Designed an Empire and the Hidden Depths of Peace","MISSING"
"zh","augustus-wisdom","NO","Augustus: The Cold Charisma that Designed an Empire and the Hidden Depths of Peace","MISSING"
"ar","otto-von-bismarck-wisdom","NO","The Crucible of Iron and Blood: Realpolitik and the Solitude of Power","MISSING"
"fa","otto-von-bismarck-wisdom","NO","The Crucible of Iron and Blood: Realpolitik and the Solitude of Power","MISSING"
"he","otto-von-bismarck-wisdom","YES","The Crucible of Iron and Blood: Realpolitik and the Solitude of Power","The Crucible of Iron and Blood: Realpolitik and the Solitude of Power"
"hi","otto-von-bismarck-wisdom","NO","The Crucible of Iron and Blood: Realpolitik and the Solitude of Power","MISSING"
"nl","otto-von-bismarck-wisdom","NO","The Crucible of Iron and Blood: Realpolitik and the Solitude of Power","MISSING"
"th","otto-von-bismarck-wisdom","NO","The Crucible of Iron and Blood: Realpolitik and the Solitude of Power","MISSING"
"tr","otto-von-bismarck-wisdom","NO","The Crucible of Iron and Blood: Realpolitik and the Solitude of Power","MISSING"
"vi","otto-von-bismarck-wisdom","NO","The Crucible of Iron and Blood: Realpolitik and the Solitude of Power","MISSING"
"zh","otto-von-bismarck-wisdom","NO","The Crucible of Iron and Blood: Realpolitik and the Solitude of Power","MISSING"
"ar","peter-the-great-wisdom","NO","Peter the Great: From Barbarism to Modernity—The Tsar's Maddening Revolution","MISSING"
"fa","peter-the-great-wisdom","NO","Peter the Great: From Barbarism to Modernity—The Tsar's Maddening Revolution","MISSING"
"he","peter-the-great-wisdom","YES","Peter the Great: From Barbarism to Modernity—The Tsar's Maddening Revolution","Peter the Great: From Barbarism to Modernity—The Tsar's Maddening Revolution"
"hi","peter-the-great-wisdom","NO","Peter the Great: From Barbarism to Modernity—The Tsar's Maddening Revolution","MISSING"
"ja","peter-the-great-wisdom","YES","Peter the Great: From Barbarism to Modernity—The Tsar's Maddening Revolution","Peter the Great: From Barbarism to Modernity—The Tsar's Maddening Revolution"
"nl","peter-the-great-wisdom","NO","Peter the Great: From Barbarism to Modernity—The Tsar's Maddening Revolution","MISSING"
"pl","peter-the-great-wisdom","YES","Peter the Great: From Barbarism to Modernity—The Tsar's Maddening Revolution","Peter the Great: From Barbarism to Modernity—The Tsar's Maddening Revolution"
"th","peter-the-great-wisdom","NO","Peter the Great: From Barbarism to Modernity—The Tsar's Maddening Revolution","MISSING"
"tr","peter-the-great-wisdom","NO","Peter the Great: From Barbarism to Modernity—The Tsar's Maddening Revolution","MISSING"
"vi","peter-the-great-wisdom","NO","Peter the Great: From Barbarism to Modernity—The Tsar's Maddening Revolution","MISSING"
"zh","peter-the-great-wisdom","NO","Peter the Great: From Barbarism to Modernity—The Tsar's Maddening Revolution","MISSING"
"ar","catherine-the-great-wisdom","NO","The Light of Enlightenment and the Darkness of the Empire: The Solitary Power of Catherine the Great","MISSING"
"fa","catherine-the-great-wisdom","NO","The Light of Enlightenment and the Darkness of the Empire: The Solitary Power of Catherine the Great","MISSING"
"he","catherine-the-great-wisdom","YES","The Light of Enlightenment and the Darkness of the Empire: The Solitary Power of Catherine the Great","The Light of Enlightenment and the Darkness of the Empire: The Solitary Power of Catherine the Great"
"hi","catherine-the-great-wisdom","NO","The Light of Enlightenment and the Darkness of the Empire: The Solitary Power of Catherine the Great","MISSING"
"ja","catherine-the-great-wisdom","YES","The Light of Enlightenment and the Darkness of the Empire: The Solitary Power of Catherine the Great","The Light of Enlightenment and the Darkness of the Empire: The Solitary Power of Catherine the Great"
"nl","catherine-the-great-wisdom","NO","The Light of Enlightenment and the Darkness of the Empire: The Solitary Power of Catherine the Great","MISSING"
"pl","catherine-the-great-wisdom","YES","The Light of Enlightenment and the Darkness of the Empire: The Solitary Power of Catherine the Great","The Light of Enlightenment and the Darkness of the Empire: The Solitary Power of Catherine the Great"
"th","catherine-the-great-wisdom","NO","The Light of Enlightenment and the Darkness of the Empire: The Solitary Power of Catherine the Great","MISSING"
"tr","catherine-the-great-wisdom","NO","The Light of Enlightenment and the Darkness of the Empire: The Solitary Power of Catherine the Great","MISSING"
"vi","catherine-the-great-wisdom","NO","The Light of Enlightenment and the Darkness of the Empire: The Solitary Power of Catherine the Great","MISSING"
"zh","catherine-the-great-wisdom","NO","The Light of Enlightenment and the Darkness of the Empire: The Solitary Power of Catherine the Great","MISSING"
"ar","ataturk-wisdom","NO","The Iron Will That Built a Republic from the Ashes: Mustafa Kemal Atatürk's Leadership","MISSING"
"fa","ataturk-wisdom","NO","The Iron Will That Built a Republic from the Ashes: Mustafa Kemal Atatürk's Leadership","MISSING"
"he","ataturk-wisdom","YES","The Iron Will That Built a Republic from the Ashes: Mustafa Kemal Atatürk's Leadership","The Iron Will That Built a Republic from the Ashes: Mustafa Kemal Atatürk's Leadership"
"hi","ataturk-wisdom","NO","The Iron Will That Built a Republic from the Ashes: Mustafa Kemal Atatürk's Leadership","MISSING"
"ja","ataturk-wisdom","YES","The Iron Will That Built a Republic from the Ashes: Mustafa Kemal Atatürk's Leadership","The Iron Will That Built a Republic from the Ashes: Mustafa Kemal Atatürk's Leadership"
